第幾天,時間 (當日),絕對時間,出發地,目的地,出發地緯度,出發地經度,目的地緯度,目的地經度,事件,電量 (%),用時 (分),累積目標數
1,208.1 分,2025-12-01 12:28:06,广州城投（花城广场南区）充电站,微电快桩・广州城投（花城广场南区）充电站,23.118462,113.324611,23.118462,113.324611,Arrive 微电快桩・广州城投（花城广场南区）充电站,39.59,0.0,6
1,234.4 分,2025-12-01 12:54:24,微电快桩・广州城投（花城广场南区）充电站,完成測試 @ 微电快桩・广州城投（花城广场南区）充电站,23.118462,113.324611,23.118462,113.324611,Test Complete,44.59,26.2,7
1,238.4 分,2025-12-01 12:58:24,微电快桩・广州城投（花城广场南区）充电站,广州城投（花城广场南区）充电站,23.118462,113.324611,23.118462,113.324611,Arrive 广州城投（花城广场南区）充电站,44.52,4.1,7
1,264.7 分,2025-12-01 13:24:42,广州城投（花城广场南区）充电站,完成測試 @ 广州城投（花城广场南区）充电站,23.118462,113.324611,23.118462,113.324611,Test Complete,49.52,26.2,8
1,272.4 分,2025-12-01 13:32:24,广州城投（花城广场南区）充电站,猎德村社卫中心地面充电站,23.118462,113.324611,23.113388,113.334146,Arrive 猎德村社卫中心地面充电站,49.37,7.7,8
1,298.7 分,2025-12-01 13:58:42,猎德村社卫中心地面充电站,完成測試 @ 猎德村社卫中心地面充电站,23.113388,113.334146,23.113388,113.334146,Test Complete,54.37,26.2,9
1,344.2 分,2025-12-01 14:44:12,猎德村社卫中心地面充电站,维杰斯通充电站-慢充,23.113388,113.334146,23.381361,113.504128,Arrive 维杰斯通充电站-慢充,52.04,45.5,9
1,370.4 分,2025-12-01 15:10:24,维杰斯通充电站-慢充,完成測試 @ 维杰斯通充电站-慢充,23.381361,113.504128,23.381361,113.504128,Test Complete,57.04,26.2,10
1,438.6 分,2025-12-01 16:18:36,维杰斯通充电站-慢充,芳村菊树交流充电站,23.381361,113.504128,23.063738,113.211877,Arrive 芳村菊树交流充电站,53.56,68.2,10
1,464.8 分,2025-12-01 16:44:48,芳村菊树交流充电站,完成測試 @ 芳村菊树交流充电站,23.063738,113.211877,23.063738,113.211877,Test Complete,58.56,26.2,11
1,510.2 分,2025-12-01 17:30:12,芳村菊树交流充电站,广州 W 酒店,23.063738,113.211877,23.121988,113.328508,Day 1 End,57.36,45.4,11
2,0.0 分,2025-12-02 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 2 Start (Overnight Discharge),12.36,0.0,11
2,6.7 分,2025-12-02 09:06:42,广州 W 酒店,昊铂广州珠江公园超充站,23.121988,113.328508,23.118437,113.338343,Arrive 昊铂广州珠江公园超充站,12.23,6.7,11
2,32.9 分,2025-12-02 09:32:54,昊铂广州珠江公园超充站,完成測試 @ 昊铂广州珠江公园超充站,23.118437,113.338343,23.118437,113.338343,Test Complete,17.23,26.2,12
2,42.3 分,2025-12-02 09:42:18,昊铂广州珠江公园超充站,天河平云路智慧超充站,23.118437,113.338343,23.122527,113.351599,Arrive 天河平云路智慧超充站,17.07,9.4,12
2,68.5 分,2025-12-02 10:08:30,天河平云路智慧超充站,完成測試 @ 天河平云路智慧超充站,23.122527,113.351599,23.122527,113.351599,Test Complete,22.07,26.2,13
2,79.2 分,2025-12-02 10:19:12,天河平云路智慧超充站,广汽能源广州星河湾中心目的地站,23.122527,113.351599,23.100631,113.346631,Arrive 广汽能源广州星河湾中心目的地站,21.83,10.6,13
2,105.4 分,2025-12-02 10:45:24,广汽能源广州星河湾中心目的地站,完成測試 @ 广汽能源广州星河湾中心目的地站,23.100631,113.346631,23.100631,113.346631,Test Complete,26.83,26.2,14
2,118.0 分,2025-12-02 10:58:00,广汽能源广州星河湾中心目的地站,微电快桩・广州城投（广州塔）充电站,23.100631,113.346631,23.105835,113.325645,Arrive 微电快桩・广州城投（广州塔）充电站,26.65,12.6,14
2,144.3 分,2025-12-02 11:24:18,微电快桩・广州城投（广州塔）充电站,完成測試 @ 微电快桩・广州城投（广州塔）充电站,23.105835,113.325645,23.105835,113.325645,Test Complete,31.65,26.2,15
2,147.7 分,2025-12-02 11:27:42,微电快桩・广州城投（广州塔）充电站,车电网广州海珠广州塔充电站,23.105835,113.325645,23.106295,113.328312,Arrive 车电网广州海珠广州塔充电站,31.62,3.4,15
2,173.9 分,2025-12-02 11:53:54,车电网广州海珠广州塔充电站,完成測試 @ 车电网广州海珠广州塔充电站,23.106295,113.328312,23.106295,113.328312,Test Complete,36.62,26.2,16
2,186.1 分,2025-12-02 12:06:06,车电网广州海珠广州塔充电站,滨江海天花苑停车场电动汽车充电站,23.106295,113.328312,23.101023,113.313664,Arrive 滨江海天花苑停车场电动汽车充电站,36.43,12.2,16
2,212.4 分,2025-12-02 12:32:24,滨江海天花苑停车场电动汽车充电站,完成測試 @ 滨江海天花苑停车场电动汽车充电站,23.101023,113.313664,23.101023,113.313664,Test Complete,41.43,26.2,17
2,219.2 分,2025-12-02 12:39:12,滨江海天花苑停车场电动汽车充电站,合生广场（北区）充电站,23.101023,113.313664,23.085946,113.314009,Arrive 合生广场（北区）充电站,41.32,6.8,17
2,245.5 分,2025-12-02 13:05:30,合生广场（北区）充电站,完成測試 @ 合生广场（北区）充电站,23.085946,113.314009,23.085946,113.314009,Test Complete,46.32,26.2,18
2,260.2 分,2025-12-02 13:20:12,合生广场（北区）充电站,天河汇商业广场,23.085946,113.314009,23.139794,113.316792,Arrive 天河汇商业广场,45.93,14.7,18
2,286.4 分,2025-12-02 13:46:24,天河汇商业广场,完成測試 @ 天河汇商业广场,23.139794,113.316792,23.139794,113.316792,Test Complete,50.93,26.2,19
2,295.9 分,2025-12-02 13:55:54,天河汇商业广场,特瓦特帝都大厦（广州）超充站,23.139794,113.316792,23.148485,113.325872,Arrive 特瓦特帝都大厦（广州）超充站,50.84,9.5,19
2,322.2 分,2025-12-02 14:22:12,特瓦特帝都大厦（广州）超充站,完成測試 @ 特瓦特帝都大厦（广州）超充站,23.148485,113.325872,23.148485,113.325872,Test Complete,55.84,26.2,20
2,370.0 分,2025-12-02 15:10:00,特瓦特帝都大厦（广州）超充站,广州长大展示中心极充站,23.148485,113.325872,23.370829,113.238974,Arrive 广州长大展示中心极充站,53.94,47.8,20
2,396.3 分,2025-12-02 15:36:18,广州长大展示中心极充站,完成測試 @ 广州长大展示中心极充站,23.370829,113.238974,23.370829,113.238974,Test Complete,58.94,26.2,21
2,457.4 分,2025-12-02 16:37:24,广州长大展示中心极充站,充电有道黄埔时代城快充站,23.370829,113.238974,23.11291,113.54303,Arrive 充电有道黄埔时代城快充站,56.24,61.1,21
2,526.5 分,2025-12-02 17:46:30,充电有道黄埔时代城快充站,广州 W 酒店,23.11291,113.54303,23.121988,113.328508,Day 2 End,54.91,69.2,21
3,0.0 分,2025-12-03 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 3 Start (Overnight Discharge),11.46,0.0,21
3,21.0 分,2025-12-03 09:21:00,广州 W 酒店,星星充电-耀中广场充电站,23.121988,113.328508,23.142674,113.323249,Arrive 星星充电-耀中广场充电站,11.28,21.0,21
3,47.3 分,2025-12-03 09:47:18,星星充电-耀中广场充电站,完成測試 @ 星星充电-耀中广场充电站,23.142674,113.323249,23.142674,113.323249,Test Complete,16.28,26.2,22
3,55.8 分,2025-12-03 09:55:48,星星充电-耀中广场充电站,车电网广州天河中汇广场充电站,23.142674,113.323249,23.148626,113.323371,Arrive 车电网广州天河中汇广场充电站,16.21,8.5,22
3,82.1 分,2025-12-03 10:22:06,车电网广州天河中汇广场充电站,完成測試 @ 车电网广州天河中汇广场充电站,23.148626,113.323371,23.148626,113.323371,Test Complete,21.21,26.2,23
3,93.4 分,2025-12-03 10:33:24,车电网广州天河中汇广场充电站,名雅苑,23.148626,113.323371,23.136472,113.330621,Arrive 名雅苑,21.07,11.4,23
3,119.7 分,2025-12-03 10:59:42,名雅苑,完成測試 @ 名雅苑,23.136472,113.330621,23.136472,113.330621,Test Complete,26.07,26.2,24
3,134.1 分,2025-12-03 11:14:06,名雅苑,广州淘金半山超级充电站,23.136472,113.330621,23.139988,113.287251,Arrive 广州淘金半山超级充电站,25.80,14.4,24
3,160.3 分,2025-12-03 11:40:18,广州淘金半山超级充电站,完成測試 @ 广州淘金半山超级充电站,23.139988,113.287251,23.139988,113.287251,Test Complete,30.80,26.2,25
3,174.1 分,2025-12-03 11:54:06,广州淘金半山超级充电站,工厂站,23.139988,113.287251,23.167828,113.293818,Arrive 工厂站,30.61,13.7,25
3,200.3 分,2025-12-03 12:20:18,工厂站,完成測試 @ 工厂站,23.167828,113.293818,23.167828,113.293818,Test Complete,35.61,26.2,26
3,220.3 分,2025-12-03 12:40:18,工厂站,港口中心,23.167828,113.293818,23.115726,113.285416,Arrive 港口中心,35.14,20.0,26
3,246.5 分,2025-12-03 13:06:30,港口中心,完成測試 @ 港口中心,23.115726,113.285416,23.115726,113.285416,Test Complete,40.14,26.2,27
3,275.6 分,2025-12-03 13:35:36,港口中心,周门充电站,23.115726,113.285416,23.131113,113.240758,Arrive 周门充电站,39.80,29.0,27
3,301.8 分,2025-12-03 14:01:48,周门充电站,完成測試 @ 周门充电站,23.131113,113.240758,23.131113,113.240758,Test Complete,44.80,26.2,28
3,322.4 分,2025-12-03 14:22:24,周门充电站,华盈国际大厦充电桩,23.131113,113.240758,23.156103,113.226333,Arrive 华盈国际大厦充电桩,44.49,20.5,28
3,348.6 分,2025-12-03 14:48:36,华盈国际大厦充电桩,完成測試 @ 华盈国际大厦充电桩,23.156103,113.226333,23.156103,113.226333,Test Complete,49.49,26.2,29
3,357.9 分,2025-12-03 14:57:54,华盈国际大厦充电桩,延长壳牌广州上步地面快充站,23.156103,113.226333,23.172014,113.234484,Arrive 延长壳牌广州上步地面快充站,49.36,9.3,29
3,384.2 分,2025-12-03 15:24:12,延长壳牌广州上步地面快充站,完成測試 @ 延长壳牌广州上步地面快充站,23.172014,113.234484,23.172014,113.234484,Test Complete,54.36,26.2,30
3,447.3 分,2025-12-03 16:27:18,延长壳牌广州上步地面快充站,【开鑫】广州番禺东环街东沙村充电站,23.172014,113.234484,22.957794,113.362682,Arrive 【开鑫】广州番禺东环街东沙村充电站,52.18,63.1,30
3,473.6 分,2025-12-03 16:53:36,【开鑫】广州番禺东环街东沙村充电站,完成測試 @ 【开鑫】广州番禺东环街东沙村充电站,22.957794,113.362682,22.957794,113.362682,Test Complete,57.18,26.2,31
3,510.5 分,2025-12-03 17:30:30,【开鑫】广州番禺东环街东沙村充电站,广州 W 酒店,22.957794,113.362682,23.121988,113.328508,Day 3 End,56.12,36.9,31
4,0.0 分,2025-12-04 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 4 Start (Overnight Discharge),11.46,0.0,31
4,16.3 分,2025-12-04 09:16:18,广州 W 酒店,冠伟大厦充电站,23.121988,113.328508,23.121171,113.381999,Arrive 冠伟大厦充电站,11.11,16.3,31
4,42.6 分,2025-12-04 09:42:36,冠伟大厦充电站,完成測試 @ 冠伟大厦充电站,23.121171,113.381999,23.121171,113.381999,Test Complete,16.11,26.2,32
4,49.2 分,2025-12-04 09:49:12,冠伟大厦充电站,东宏国际广场充电站交流区,23.121171,113.381999,23.120184,113.390117,Arrive 东宏国际广场充电站交流区,16.00,6.6,32
4,75.4 分,2025-12-04 10:15:24,东宏国际广场充电站交流区,完成測試 @ 东宏国际广场充电站交流区,23.120184,113.390117,23.120184,113.390117,Test Complete,21.00,26.2,33
4,85.1 分,2025-12-04 10:25:06,东宏国际广场充电站交流区,海珠区保利叁悦A塔充电站,23.120184,113.390117,23.10183,113.38545,Arrive 海珠区保利叁悦A塔充电站,20.84,9.7,33
4,111.4 分,2025-12-04 10:51:24,海珠区保利叁悦A塔充电站,完成測試 @ 海珠区保利叁悦A塔充电站,23.10183,113.38545,23.10183,113.38545,Test Complete,25.84,26.2,34
4,116.2 分,2025-12-04 10:56:12,海珠区保利叁悦A塔充电站,特来电保利发展广场充电站,23.10183,113.38545,23.104042,113.385806,Arrive 特来电保利发展广场充电站,25.78,4.8,34
4,142.4 分,2025-12-04 11:22:24,特来电保利发展广场充电站,完成測試 @ 特来电保利发展广场充电站,23.104042,113.385806,23.104042,113.385806,Test Complete,30.78,26.2,35
4,149.8 分,2025-12-04 11:29:48,特来电保利发展广场充电站,广州供电局光储充检放一体化智能超充站,23.104042,113.385806,23.101186,113.371605,Arrive 广州供电局光储充检放一体化智能超充站,30.65,7.4,35
4,176.1 分,2025-12-04 11:56:06,广州供电局光储充检放一体化智能超充站,完成測試 @ 广州供电局光储充检放一体化智能超充站,23.101186,113.371605,23.101186,113.371605,Test Complete,35.65,26.2,36
4,184.7 分,2025-12-04 12:04:42,广州供电局光储充检放一体化智能超充站,新滘南充电站,23.101186,113.371605,23.081322,113.353213,Arrive 新滘南充电站,35.43,8.6,36
4,211.0 分,2025-12-04 12:31:00,新滘南充电站,完成測試 @ 新滘南充电站,23.081322,113.353213,23.081322,113.353213,Test Complete,40.43,26.2,37
4,220.4 分,2025-12-04 12:40:24,新滘南充电站,新滘中路华洲街充电站,23.081322,113.353213,23.07965,113.346951,Arrive 新滘中路华洲街充电站,40.24,9.4,37
4,246.6 分,2025-12-04 13:06:36,新滘中路华洲街充电站,完成測試 @ 新滘中路华洲街充电站,23.07965,113.346951,23.07965,113.346951,Test Complete,45.24,26.2,38
4,254.4 分,2025-12-04 13:14:24,新滘中路华洲街充电站,海珠仑头站,23.07965,113.346951,23.079866,113.368393,Arrive 海珠仑头站,45.08,7.8,38
4,280.7 分,2025-12-04 13:40:42,海珠仑头站,完成測試 @ 海珠仑头站,23.079866,113.368393,23.079866,113.368393,Test Complete,50.08,26.2,39
4,295.3 分,2025-12-04 13:55:18,海珠仑头站,延长壳牌广州迎海地面快充站,23.079866,113.368393,23.120606,113.406254,Arrive 延长壳牌广州迎海地面快充站,49.66,14.6,39
4,321.6 分,2025-12-04 14:21:36,延长壳牌广州迎海地面快充站,完成測試 @ 延长壳牌广州迎海地面快充站,23.120606,113.406254,23.120606,113.406254,Test Complete,54.66,26.2,40
4,367.9 分,2025-12-04 15:07:54,延长壳牌广州迎海地面快充站,广州长大展示中心轻充站,23.120606,113.406254,23.370911,113.238866,Arrive 广州长大展示中心轻充站,52.31,46.3,40
4,394.1 分,2025-12-04 15:34:06,广州长大展示中心轻充站,完成測試 @ 广州长大展示中心轻充站,23.370911,113.238866,23.370911,113.238866,Test Complete,57.31,26.2,41
4,456.8 分,2025-12-04 16:36:48,广州长大展示中心轻充站,鹏辉番禺云食城产业园二期充电站,23.370911,113.238866,23.048746,113.441444,Arrive 鹏辉番禺云食城产业园二期充电站,54.03,62.7,41
4,513.5 分,2025-12-04 17:33:30,鹏辉番禺云食城产业园二期充电站,广州 W 酒店,23.048746,113.441444,23.121988,113.328508,Day 4 End,52.92,56.6,41
5,0.0 分,2025-12-05 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 5 Start (Overnight Discharge),11.10,0.0,41
5,23.9 分,2025-12-05 09:23:54,广州 W 酒店,新百佳充电站,23.121988,113.328508,23.180163,113.33519,Arrive 新百佳充电站,10.66,23.9,41
5,50.2 分,2025-12-05 09:50:12,新百佳充电站,完成測試 @ 新百佳充电站,23.180163,113.33519,23.180163,113.33519,Test Complete,15.66,26.2,42
5,53.5 分,2025-12-05 09:53:30,新百佳充电站,冠通纺织服装市场充电站,23.180163,113.33519,23.181197,113.336488,Arrive 冠通纺织服装市场充电站,15.63,3.3,42
5,79.7 分,2025-12-05 10:19:42,冠通纺织服装市场充电站,完成測試 @ 冠通纺织服装市场充电站,23.181197,113.336488,23.181197,113.336488,Test Complete,20.63,26.2,43
5,97.6 分,2025-12-05 10:37:36,冠通纺织服装市场充电站,黑牛新经济产业园二期,23.181197,113.336488,23.179304,113.358021,Arrive 黑牛新经济产业园二期,20.28,17.9,43
5,123.9 分,2025-12-05 11:03:54,黑牛新经济产业园二期,完成測試 @ 黑牛新经济产业园二期,23.179304,113.358021,23.179304,113.358021,Test Complete,25.28,26.2,44
5,140.0 分,2025-12-05 11:20:00,黑牛新经济产业园二期,广州市万科广场充电站,23.179304,113.358021,23.167213,113.4062,Arrive 广州市万科广场充电站,24.93,16.1,44
5,166.2 分,2025-12-05 11:46:12,广州市万科广场充电站,完成測試 @ 广州市万科广场充电站,23.167213,113.4062,23.167213,113.4062,Test Complete,29.93,26.2,45
5,170.7 分,2025-12-05 11:50:42,广州市万科广场充电站,广州发展瑞士酒店充电站,23.167213,113.4062,23.167966,113.411843,Arrive 广州发展瑞士酒店充电站,29.87,4.5,45
5,197.0 分,2025-12-05 12:17:00,广州发展瑞士酒店充电站,完成測試 @ 广州发展瑞士酒店充电站,23.167966,113.411843,23.167966,113.411843,Test Complete,34.87,26.2,46
5,216.7 分,2025-12-05 12:36:42,广州发展瑞士酒店充电站,延长壳牌广州富力天寓地下慢充站,23.167966,113.411843,23.139788,113.387885,Arrive 延长壳牌广州富力天寓地下慢充站,34.59,19.7,46
5,242.9 分,2025-12-05 13:02:54,延长壳牌广州富力天寓地下慢充站,完成測試 @ 延长壳牌广州富力天寓地下慢充站,23.139788,113.387885,23.139788,113.387885,Test Complete,39.59,26.2,47
5,263.1 分,2025-12-05 13:23:06,延长壳牌广州富力天寓地下慢充站,美林M.LIVE天地西座-慢充,23.139788,113.387885,23.106895,113.414032,Arrive 美林M.LIVE天地西座-慢充,39.17,20.2,47
5,289.4 分,2025-12-05 13:49:24,美林M.LIVE天地西座-慢充,完成測試 @ 美林M.LIVE天地西座-慢充,23.106895,113.414032,23.106895,113.414032,Test Complete,44.17,26.2,48
5,303.8 分,2025-12-05 14:03:48,美林M.LIVE天地西座-慢充,文船东(双沙),23.106895,113.414032,23.087782,113.482573,Arrive 文船东(双沙),43.76,14.4,48
5,330.0 分,2025-12-05 14:30:00,文船东(双沙),完成測試 @ 文船东(双沙),23.087782,113.482573,23.087782,113.482573,Test Complete,48.76,26.2,49
5,354.1 分,2025-12-05 14:54:06,文船东(双沙),充电有道黄埔时代城快充站,23.087782,113.482573,23.11291,113.54303,Arrive 充电有道黄埔时代城快充站,48.27,24.1,49
5,380.3 分,2025-12-05 15:20:18,充电有道黄埔时代城快充站,完成測試 @ 充电有道黄埔时代城快充站,23.11291,113.54303,23.11291,113.54303,Test Complete,53.27,26.2,50
5,428.7 分,2025-12-05 16:08:42,充电有道黄埔时代城快充站,荔湾东沙站,23.11291,113.54303,23.064483,113.259985,Arrive 荔湾东沙站,50.75,48.3,50
5,454.9 分,2025-12-05 16:34:54,荔湾东沙站,完成測試 @ 荔湾东沙站,23.064483,113.259985,23.064483,113.259985,Test Complete,55.75,26.2,51
5,504.6 分,2025-12-05 17:24:36,荔湾东沙站,广州 W 酒店,23.064483,113.259985,23.121988,113.328508,Day 5 End,54.93,49.7,51
6,0.0 分,2025-12-06 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 6 Start (Overnight Discharge),11.04,0.0,51
6,17.8 分,2025-12-06 09:17:48,广州 W 酒店,建和发展,23.121988,113.328508,23.055959,113.32686,Arrive 建和发展,10.58,17.8,51
6,44.1 分,2025-12-06 09:44:06,建和发展,完成測試 @ 建和发展,23.055959,113.32686,23.055959,113.32686,Test Complete,15.58,26.2,52
6,55.8 分,2025-12-06 09:55:48,建和发展,微电快桩・广州城投（南洲路）充电站,23.055959,113.32686,23.064053,113.303231,Arrive 微电快桩・广州城投（南洲路）充电站,15.37,11.7,52
6,82.0 分,2025-12-06 10:22:00,微电快桩・广州城投（南洲路）充电站,完成測試 @ 微电快桩・广州城投（南洲路）充电站,23.064053,113.303231,23.064053,113.303231,Test Complete,20.37,26.2,53
6,82.0 分,2025-12-06 10:22:00,微电快桩・广州城投（南洲路）充电站,广州城投（南洲路）充电站,23.064053,113.303231,23.064053,113.303231,Arrive 广州城投（南洲路）充电站,20.37,0.0,53
6,108.3 分,2025-12-06 10:48:18,广州城投（南洲路）充电站,完成測試 @ 广州城投（南洲路）充电站,23.064053,113.303231,23.064053,113.303231,Test Complete,25.37,26.2,54
6,126.4 分,2025-12-06 11:06:24,广州城投（南洲路）充电站,华胜木制品厂充电站,23.064053,113.303231,22.993702,113.289085,Arrive 华胜木制品厂充电站,24.76,18.1,54
6,152.7 分,2025-12-06 11:32:42,华胜木制品厂充电站,完成測試 @ 华胜木制品厂充电站,22.993702,113.289085,22.993702,113.289085,Test Complete,29.76,26.2,55
6,173.4 分,2025-12-06 11:53:24,华胜木制品厂充电站,银辉综合楼充电站,22.993702,113.289085,22.963792,113.347662,Arrive 银辉综合楼充电站,29.29,20.7,55
6,199.6 分,2025-12-06 12:19:36,银辉综合楼充电站,完成測試 @ 银辉综合楼充电站,22.963792,113.347662,22.963792,113.347662,Test Complete,34.29,26.2,56
6,227.1 分,2025-12-06 12:47:06,银辉综合楼充电站,恒然创意园A座,22.963792,113.347662,22.974877,113.386941,Arrive 恒然创意园A座,33.97,27.4,56
6,253.3 分,2025-12-06 13:13:18,恒然创意园A座,完成測試 @ 恒然创意园A座,22.974877,113.386941,22.974877,113.386941,Test Complete,38.97,26.2,57
6,274.1 分,2025-12-06 13:34:06,恒然创意园A座,番禺誉山智创园南门充电站,22.974877,113.386941,23.006337,113.381537,Arrive 番禺誉山智创园南门充电站,38.71,20.8,57
6,300.4 分,2025-12-06 14:00:24,番禺誉山智创园南门充电站,完成測試 @ 番禺誉山智创园南门充电站,23.006337,113.381537,23.006337,113.381537,Test Complete,43.71,26.2,58
6,316.2 分,2025-12-06 14:16:12,番禺誉山智创园南门充电站,鹏辉番禺云食城产业园二期充电站,23.006337,113.381537,23.048746,113.441444,Arrive 鹏辉番禺云食城产业园二期充电站,43.28,15.8,58
6,342.4 分,2025-12-06 14:42:24,鹏辉番禺云食城产业园二期充电站,完成測試 @ 鹏辉番禺云食城产业园二期充电站,23.048746,113.441444,23.048746,113.441444,Test Complete,48.28,26.2,59
6,342.4 分,2025-12-06 14:42:24,鹏辉番禺云食城产业园二期充电站,鹏辉番禺云食城产业园交流充电站,23.048746,113.441444,23.048725,113.4416,Arrive 鹏辉番禺云食城产业园交流充电站,48.28,0.0,59
6,368.7 分,2025-12-06 15:08:42,鹏辉番禺云食城产业园交流充电站,完成測試 @ 鹏辉番禺云食城产业园交流充电站,23.048725,113.4416,23.048725,113.4416,Test Complete,53.28,26.2,60
6,421.3 分,2025-12-06 16:01:18,鹏辉番禺云食城产业园交流充电站,广汽能源广州白云泓泰广场超充站,23.048725,113.4416,23.245222,113.256489,Arrive 广汽能源广州白云泓泰广场超充站,50.66,52.6,60
6,447.6 分,2025-12-06 16:27:36,广汽能源广州白云泓泰广场超充站,完成測試 @ 广汽能源广州白云泓泰广场超充站,23.245222,113.256489,23.245222,113.256489,Test Complete,55.66,26.2,61
6,522.7 分,2025-12-06 17:42:42,广汽能源广州白云泓泰广场超充站,广州 W 酒店,23.245222,113.256489,23.121988,113.328508,Day 6 End,54.45,75.1,61
7,0.0 分,2025-12-07 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 7 Start (Overnight Discharge),11.04,0.0,61
7,25.1 分,2025-12-07 09:25:06,广州 W 酒店,羊充大金钟路600KW超充站,23.121988,113.328508,23.1685,113.275,Arrive 羊充大金钟路600KW超充站,10.54,25.1,61
7,51.4 分,2025-12-07 09:51:24,羊充大金钟路600KW超充站,完成測試 @ 羊充大金钟路600KW超充站,23.1685,113.275,23.1685,113.275,Test Complete,15.54,26.2,62
7,59.1 分,2025-12-07 09:59:06,羊充大金钟路600KW超充站,白云国际会议中心东区,23.1685,113.275,23.188843,113.281492,Arrive 白云国际会议中心东区,15.40,7.8,62
7,85.4 分,2025-12-07 10:25:24,白云国际会议中心东区,完成測試 @ 白云国际会议中心东区,23.188843,113.281492,23.188843,113.281492,Test Complete,20.40,26.2,63
7,104.4 分,2025-12-07 10:44:24,白云国际会议中心东区,金国广场充电站二期,23.188843,113.281492,23.204483,113.254086,Arrive 金国广场充电站二期,20.00,19.0,63
7,130.6 分,2025-12-07 11:10:36,金国广场充电站二期,完成測試 @ 金国广场充电站二期,23.204483,113.254086,23.204483,113.254086,Test Complete,25.00,26.2,64
7,152.8 分,2025-12-07 11:32:48,金国广场充电站二期,广州城投（金沙汇）充电站,23.204483,113.254086,23.158473,113.205879,Arrive 广州城投（金沙汇）充电站,24.38,22.2,64
7,179.1 分,2025-12-07 11:59:06,广州城投（金沙汇）充电站,完成測試 @ 广州城投（金沙汇）充电站,23.158473,113.205879,23.158473,113.205879,Test Complete,29.38,26.2,65
7,188.8 分,2025-12-07 12:08:48,广州城投（金沙汇）充电站,浔峰岗停车场,23.158473,113.205879,23.16,113.2,Arrive 浔峰岗停车场,29.27,9.7,65
7,215.0 分,2025-12-07 12:35:00,浔峰岗停车场,完成測試 @ 浔峰岗停车场,23.16,113.2,23.16,113.2,Test Complete,34.27,26.2,66
